age,location,text,r,g,b,x,y
20代,横浜,もっと出産前のお金免除して欲しい,-1.416161775,8.871687961,-6.625965361,-16.78273142,14.87081845
20代,横浜,アパートにエレベーターをつけてほしいよ～！！3階まではキツイ、、、屋根もつけてー,-5.598183664,0.154210388,6.215844117,6.713558825,-8.472681833
30代,横浜,駅やデパートのエレベーターなどもっとみんなが協力してお年寄り、子連れの人に心よく優先できる環境を作ってほしいです。,-6.58607543,-4.389870625,4.865542491,4.820299875,-10.79623582
20代,横浜,横浜市の子ども手あて。1才からなくなるなんて本当困ります！！,1.569602377,1.482054848,-5.325773186,-15.20901432,1.856919773
30代,横浜,駅にエレベーターがない！,-7.672834566,-2.410564288,3.672342688,6.731457093,-12.91362005
,横浜,家の近くにスーパーがあるといいな。（オムツなどがおいてある所）,-5.640916054,-3.963014022,-0.164911373,0.381895227,-14.13554097
20代,横浜,求職中のママでももっと保育園に入りやすくなってほしい！！,4.647544818,1.276067495,0.957727286,10.99488896,4.833254022
20代,横浜,子供関係の手当てを増やしてほしい！出産一時金も、42万じゃおさまらないから50万は欲しいです、、、,-1.456045498,11.14480488,-9.123633563,-18.78769469,17.02073298
20代,横浜,中学校の給食を！！,-1.698381364,6.365333646,-3.194561105,-11.19095314,11.80293289
20代,横浜,電車、バスで子供が泣いたりすると冷たい目で見られる事がある。もう少し子供連れに優しくして,-12.5024715,-1.936633035,-2.4499199,12.46873807,-17.44510761
30代,横浜,保育園がスムーズに入れるようになってほしい,5.305411779,7.486231086,5.511870013,19.21353948,6.232027461
20代,横浜,税金があがるだけあがって、給料や児童手当て、子ども用品等も見直してもらわないとやっていけない。,1.875333152,4.986095006,-1.761567531,-5.912901858,9.31551533
30代,横浜,たくさん保育園ふえますように、、、,5.135785499,7.830537144,3.956855134,19.0231645,6.363260449
20代,横浜,ベビーカーで電車に乗る時、すきまがこわい,-4.27303601,0.534143719,4.508040818,5.375191842,-7.279703724
30代,横浜,電車内にベビーカーのスペースを作ってほしい。嫌な顔をされたくない。,-11.61172991,-1.32164847,-4.629660065,14.95186288,-20.16412929
20代,横浜,子どもの無料であそべる場所がふえたらいいな,-1.668069723,5.183059851,2.506457174,-7.652135934,6.214121354
20代,横浜,子供と一緒に働けるところがもっとあればいいと思います。,-0.877012119,3.193942997,4.584071438,-4.822347867,3.861250678
30代,横浜,神奈川新町駅にエレベーターをつけてほしい！,-10.6717617,-0.175285429,0.03845653,13.98210927,-14.89377447
30代,横浜,・夜ねてくれなくって困ってます。・少ない多目的トイレ。多目的じゃない方が入っててこまってます。,-4.213172373,-2.171543866,2.767680872,5.759088776,-4.608055349
30代,横浜,子ども医療費、所得制限なく平等に受けさせて！！,-2.075726359,10.07107401,-9.78410813,-19.73793264,16.05552899
30代,横浜,すべての駅にエレベーターが欲しい。,-10.26587921,0.142876614,2.66515408,12.2319065,-12.260875
30代,横浜,分かってはいたけどやっぱり同居は大変。お互い様なんだけど。この子の母親はこの私！！,2.536543659,-3.227201965,-6.590088092,-14.28335939,-4.965080113
20代,横浜,実家の近くに住んで生活したいけど、旦那が嫌がってる,1.729353903,-4.83771027,-1.184712657,0.392268268,-8.272043262
30代,横浜,子どもを育てるのに必要な手当がでるといいな！！,0.51397711,4.824118781,-5.931493401,-16.85653475,6.418155535
20代,横浜,子供手当の金額は、親の所得に関係ないと思うから、制限され“子供はみんな同じ”にならないのは変だと思う！！,-3.266870966,5.706350563,-0.27563614,-9.54504417,9.068500725
30代,横浜,幼稚園の補助をもっとたくさん！！,-1.650256905,8.693473274,-4.018182431,-14.34449883,13.37377661
30代,横浜,買い物へデパートへ行った時にエレベーターで泣いた子に40過ぎの方がおこられた。子供優せんエレベーターがあったらいいな,-9.093472462,-2.054569361,-2.110729246,11.13383217,-19.31246983
30代,横浜,子育てしながらもお仕事が出来る、しやすい世の中、日本にしたい,-1.13087825,-8.380937325,2.276069453,3.679804342,18.50741359
30代,横浜,妊娠＆出産に関する自己出費が多い。,0.471721394,4.851958636,-5.971663377,-16.85473887,6.417720446
20代,横浜,教育費の不安、、、ちゃんとやしなっていけるか不安なので支援がほしい。次の子を望んでも↑があるとなかなか、、、,0.732624084,3.971490073,-6.205734795,-16.5913727,5.363647056
30代,横浜,子供3人にお金がかかって全然たまりません。どうしたらいいの、、、,0.46608211,-1.890297697,-7.408773286,-16.09814777,-2.987122526
30代,横浜,パパ、もっと早く家に帰ってきてほしいな～！！,-0.587539251,-5.891277216,2.401612388,2.406173363,15.83261039
30代,横浜,でかけられる所が少ない,1.907276119,-0.205420956,5.526836177,-0.960193352,2.581740026
20代,横浜,公園のごみ！！！,6.171920281,-7.168037176,-1.910783165,-7.94662796,-14.24080223
30代,横浜,・子供の医療費助成、中学校卒業までお願いします。・中学校の給食も！！東京を見習ってほしい！！,-3.275717519,8.625443821,-8.139037541,-16.82184599,16.76056342
20代,横浜,エレベーターふやして,-5.341705588,-2.352304595,3.466346315,5.637177959,-6.243662298
20代,横浜,教育費とかをもう少し安くしてほしい。,-1.398043721,6.430179232,-2.9198353,-11.19874955,11.80530027
,横浜,歩きタバコやポイ捨てをやめてほしい！,-0.923805419,1.448918115,-2.610319282,-4.419914357,10.13744002
30代,横浜,子どもがあそべるレストランがあるといいな,5.65143776,-5.472611367,2.687955186,-3.961455698,-5.340080021
20代,横浜,将来の子供の教育費が心配！！たくさん子供が欲しいケド、、、,-3.371029733,6.357263446,-1.10891517,-10.21234733,9.560793015
20代,横浜,エレベーターをもっと増やしてほしい！！,-5.368069757,-2.344923493,3.450376917,5.636915829,-6.244837762
30代,横浜,産後のママ用健康診断があったらいいなー。,1.125527541,-2.10401426,-3.285104982,-11.93394385,-2.811076039
30代,横浜,3人目を産んで腰痛がひどいのでセルフメンテができるといいな。,2.566703316,-1.642474783,-9.635394156,-18.78387637,-5.343601529
30代,横浜,肩コリがひどく頭痛がよくおきるように…スムーズに短時間でも預けられるところがあるとイイナ!,1.057057634,-2.163510028,6.177674559,-0.985901595,5.436627835
30代,横浜,体力がなくて子供についていけない。,-3.817603777,-4.236500429,3.755179433,2.556160311,-8.930488942
30代,横浜,近所に大きな公園あったらいいな。,-5.93227995,-4.846195438,-0.316272546,-0.384364617,-14.64407483
20代,横浜,もっとママが働きやすい環境ができるといいな。,5.953266235,-7.164268074,-2.312860252,-7.943860414,-14.2413719
20代,横浜,産後、体のケアを地域で行ってほしい。,2.122539821,-3.335882691,-4.767390064,-12.00498252,-4.898009014
30代,横浜,産後太りが続いていること!,-8.518165738,-3.166345281,7.513120373,9.80677789,-6.464671652
30代,横浜,エレベーターの数を増やして、表示も見えやすくして欲しい。,-10.65423186,-3.911470997,4.156212827,14.54485026,-6.127509308
20代,横浜,大きな公園が近くにほしい!（小さい子があそべる）,5.777618995,-9.426114233,-4.24347525,-10.31695748,-17.74058347
30代,横浜,保育園もっと入りやすくして欲しいです!,7.150046658,5.347171204,2.155306244,14.80901858,5.859295391
30代,横浜,ママが働きやすい職場がほしい。ママの税金免除の所得額を上げてほしい。103万は少なすぎ!,-3.495458416,5.682841957,-0.458917027,-9.906067012,9.421524106
30代,横浜,出産後、体重が戻らない。,2.276894008,-1.516533649,-8.462878733,-17.78247351,-4.662973896
30代,横浜,気軽に病院に行けるようになるといいナ。子供が一緒だとがまんしてしまう。,-0.1879628,-0.400554187,10.39451912,-3.934465681,0.216590697
20代,横浜,予防接種全て無料化!!,-2.75674403,10.51005984,-9.524413313,-19.73522067,16.05078125
40代,横浜,ベジーカーをもっと使いやすくしてほしい。,1.91241581,0.100488347,6.025530761,-0.960507736,2.581657323
30代,横浜,イヤイヤ期の息子に毎日イライラ…怒鳴って自己嫌悪のくり返し。もっと大きな心で子育てできたらいいな。,3.181270686,-1.624338249,-8.436690263,-17.61272819,-5.424374612
30代,横浜,自分にもっと心の余裕ができるといいな。,5.793983102,-5.963604929,3.936657983,-3.832424053,-4.007441513
30代,横浜,今月ぎっくり腰になった!!　10kgオーバは負担だ。,4.102386913,6.463939866,3.018208035,16.71970309,8.272515168
30代,横浜,ストレスがたまる。健康診断を増やしてほしい。,0.521224364,-2.520952031,6.197674167,-0.838961514,5.618571351
30代,横浜,ママ友がたくさんほしい。,4.994382785,-5.048380495,-0.83464262,-2.379403785,-14.53397713
(無記入),横浜,妊娠・出産で体重ふえた。ダイエットがんばるぞ!!,2.388183982,-0.112786313,-7.985240236,-17.68384427,-2.338305583
20代,横浜,検診のほじょがあればイイナ!!,3.272441578,-5.864355154,1.112355208,-2.929274416,-7.425557432
30代,横浜,産後の心のケアがうけられるといいな。,0.015403922,-2.011472027,-6.419570936,-10.76290985,-2.532892124
20代,横浜,子供がいると病院に行きづらい…。,0.571915698,-0.478350094,7.73828877,-2.073536917,0.48267277
20代,横浜,小さな子でも行ける遊び場を増やしてほしい。,-0.801467349,-1.570747785,-5.101121871,-9.397771019,-1.592005382
30代,横浜,子供がお友達をかんだり引っ張ったり目が離せなくて大変!!,-4.029878066,-4.072852873,-0.338505762,2.796236757,-10.3051043
20代,横浜,おっぱいがたれてきた(泣),3.274573733,0.554451667,4.851755107,2.078636239,3.22379243
60代,横浜,育児のかんきょう良くしてほしい。,-1.169652054,-7.32990795,2.248105819,3.273479707,17.53891765
30代,横浜,テンションの保ち方!　すぐつかれてしまう…体力が回復しきっていない。寝付きが最近よくない…,-4.121944748,-4.86810342,3.107191799,2.542750895,-9.847180646
20代,横浜,2人目の妊娠中から骨盤がゆがみまくりで、整骨に行ってもすぐゆがんでしまう。子連れで行けないので、メンテナンスに行くのも大変…。骨盤ベルト以外にもメンテナンス方法があったらいいな。,0.364721641,-1.636597975,-9.114362793,-18.86301055,-3.42979437
20代,横浜,労働内容がママにもっと融通きく会社がふえてほしい!!,-0.982903474,-9.471019449,2.791380214,4.242125317,19.83460787
30代,横浜,出産後のママのケアをもっとしてほしい。1ヵ月検診みたいなのを6ヵ月、1年とか…。,0.896751612,-1.001301338,-10.86064586,-20.51250602,-4.73087271
20代,横浜,子どものイベントがたくさんあったらいいなあ。,5.553480095,-8.672691784,-3.202519211,-9.590583716,-16.43580699
30代,横浜,ママ専用検診があればいいな!,-2.020565862,5.219377997,0.911973074,-8.361393231,7.898848719
20代,横浜,子供がいて病院に行きづらい。,-1.406467972,3.791505011,3.221908967,-6.337484499,4.677263203
30代,横浜,子供が大きくなって抱っこで身体中痛いです。,0.367993609,-2.193000508,6.985908577,-1.179516943,5.212950265
30代,横浜,子供がいると病院に行きづらい。,4.581061801,-3.58197351,-4.709530671,-11.89233915,-8.177581414
30代,横浜,小児科がもっと増えたらいい。気軽に相談できる施設が近所にあったらいいです。,5.474099834,-10.14928295,-4.762868984,-10.71887129,-18.55040086
(無記入),横浜,腰が痛い。,1.831419999,-0.201833512,6.080345692,-0.960289343,2.581832348
20代,横浜,子供を出産してから体調が悪く病院通いが多いのでその間だけでも預かってくれる場所があるといいです。,1.598850793,2.316119837,8.511272011,-7.213464933,-1.156513162
30代,横浜,出産してから体調を崩したり、生理痛がひどくなりました。もっとそういう話を聞ける場があると良いです。,1.32662509,-3.128665567,-5.228792729,-11.67491777,-4.190541239
20代,横浜,3人目出産後より、腰痛がひどく足もいたい。,1.067201067,-1.250162147,-10.41184034,-20.18910986,-4.693528596
30代,横浜,産後体を休める時間がなかなかないので、子づれで手軽に行けるマッサージとかあるといいです。,-0.118640571,0.753206258,7.967474373,-1.600692711,-0.68459273
30代,横浜,腰が痛い…。,5.446708095,1.878245265,4.172272978,-0.960120444,2.581825057
20代,横浜,産後のママの体の悩みや体調チェックができない!!　もっと気軽に行ける（相談）所があったらいいな～。,0.009249571,-0.587769988,10.63520701,-4.010569565,0.333586247
30代,横浜,毎日寝不足です。,1.964796982,-1.443457628,-7.425824298,-16.6775232,-3.904798517
30代,横浜,リフレッシュしたーい!!,-0.876325165,3.192694103,4.583286874,-4.821567286,3.861305304
30代,横浜,3人目を妊娠して6ヵ月、子どもをおんぶするのがつらい!!,-7.78941525,-3.455738563,7.895817479,9.784611396,-5.573118402
20代,横浜,つかれで健康が大丈夫か心配になる。,1.357241073,1.591792521,7.709250791,-6.470132239,-0.901988456
30代,横浜,病児保育を充実させてほしい。,5.143370358,9.197174643,6.579247988,21.59994776,6.851424277
30代,横浜,幼稚園が近くに少ないので、もっと増えて欲しい!!,-2.025793384,-2.760761143,3.429618063,5.968314594,-3.579134406
20代,横浜,保育園に入れるようにしてほしい。,6.978974818,-2.238642083,-0.759485642,-4.139470072,-10.61036427
30代,横浜,リーズナブルで気軽に利用できる一時保育がたくさんあるといい。,5.227133613,4.707008242,4.426147582,16.55588018,3.582381842
30代,横浜,私立のようちえんばかりで区立がほしい。,1.101269649,0.194465804,-3.456356694,-10.30473407,2.044446792
30代,横浜,駅のエレベーターがないと移動が困る時あるのでもっとほしい!　子連れでも外出しやすくなるとうれしい。,-10.87612555,-1.149760852,-5.460377811,14.65027348,-21.08025068
30代,横浜,横浜の医療費中学生まで補助してもらいたい。,-1.728996634,9.795304099,-8.803571762,-18.73160878,15.82034827
30代,横浜,・歩道と車道をきちんとわけてほしい。・トイレにベビーマットをふやして。・駅のエレベーターを増やしてほしい。,-10.57101602,-1.180784818,-5.315356976,14.64687621,-21.09407792
30代,横浜,幼稚園無償化!!,0.450681336,8.055751866,-2.199282793,-10.86060749,15.9488621
20代,横浜,保育園がもっと入りやすく!!　0さい児があそべる場所を増。,5.578636663,10.88164744,5.98095528,21.96630378,5.46322243
20代,横浜,同じ位の年の子が近くに居るのか区役所とかでわかると良いなと思う。公園やコミュニティで知り合っても住んでる所が遠かったり…,6.036225202,-2.447263432,-2.220163747,-9.912219093,-9.713935266
20代,横浜,えきにエレベーターをふやして!!,2.530509805,-5.649735165,0.02842888,-1.926490145,-8.591374569
30代,横浜,区立の保育所が少ないので、区立を増やして欲しいなあ。私立は高いです。,4.134212509,5.518590992,2.875158475,15.82283289,8.064316654
(無記入),横浜,復帰しずらい。,7.370092804,5.711778107,2.017261077,15.09910347,6.078603195
30代,横浜,キッズスペースをもっと!!!　増やしてほしい!!,-5.849882657,-1.451041802,0.291880701,5.968813682,-3.579561735
30代,横浜,2人目が産みにくい!!,2.427546484,0.120428366,-7.429383829,-17.36902171,-1.871052668
20代,横浜,母親教室へ行ったケド、なかなか友達ができなかった。もっと交流の場があったらいいなあ…。,5.2166977,-8.013035545,-4.526433468,-11.70796002,-14.78872291
20代,横浜,保育園に入れない。入って仕事に復帰したい。,2.888462878,1.602124659,1.329535901,9.752976479,11.49291645
30代,横浜,電車やバスで優先席でゆずってくれない人が結構います。悲しい。,-10.08745608,-1.620374176,6.291472883,11.47811262,-8.675221776
20代,横浜,希望の保育園に入れない!!,4.420929827,7.861040927,4.89696436,19.00265648,6.301672549
30代,横浜,保育施設が充実してほしい!!,4.62199144,4.773279359,3.775583283,14.86253329,3.487265226
30代,横浜,幼稚園をもっとふやしてほしい!!,-1.344308455,1.336412971,-0.828106444,-4.319601414,13.01343272
20代,横浜,エレベーターがない駅とってもとっても困る…。エレベーター増やして欲しい!!,-10.79324318,-0.068822947,-0.355255022,13.84836163,-14.98733887
20代,横浜,子供を連れて出かけられる場所をたくさん作ってほしい。,5.789350399,-5.960015924,3.940380218,-3.831436417,-4.007553302
30代,横浜,幼稚園、学校のチョイスが少ない。,-0.155791482,1.078479996,-0.172393693,-3.51875916,12.31469721
(無記入),横浜,保育園をもっと増やしてほしい!,2.079374272,6.542212627,-0.524780301,-7.789978552,16.38847811
20代,横浜,認可保育園を増やして欲しいです。,6.770353447,5.298283438,1.903665415,15.12196648,6.078836561
20代,横浜,JRもっとエレベーター増やしてほしい。待ち時間が長い。,-4.913695101,-4.16864437,5.474565059,1.687825909,-7.959476361
30代,横浜,横浜も中学生まで医療費タダにしてほしい!!,-2.883270561,7.878221464,-5.750448448,-14.33694076,15.36104542
20代,横浜,まわりに、若いママがいなくてママ友ができにくい!　もっと知り合う場所がほしい。,5.612121349,-10.73415108,-5.114470761,-10.93107295,-19.08686289
30代,横浜,関内駅など…駅にエスカレーター設置してほしいです。,-10.94166479,-0.63884692,-2.409083644,14.93555236,-18.23485888
30代,横浜,ママ友が集まって一緒にランチをしたり、自由に使える部屋が地域にあるのがわかりにくい!情報をもっと下さい!,7.371317233,-9.754688502,-4.047506244,-11.15238471,-16.64473157
40代,横浜,線路や駅近ぺんにエレベーターを設置してほしい。,-12.33590365,-1.45352476,1.116967474,15.74972677,-12.88031586
30代,横浜,近所に子供と遊べる公園があるといいな!,7.720573817,-6.789314281,-3.160592844,-9.029405857,-12.23342286
30代,横浜,今、茅ヶ崎に住んでますが、駅から少し離れると、街灯が少く、道の環境が悪い所が多くなるので、もっと子連れで安心して歩ける様にしてもらえたら嬉しいです!,-5.780692765,-3.115074429,0.608147749,1.778863789,-13.54072808
30代,横浜,横浜駅―羽沢間のバスの本数を増やしてほしいです。,-10.97913898,-0.489154296,-4.458199376,14.84936298,-20.14189738
30代,横浜,保育園をふやしてほしいです。,9.785835748,1.413804756,3.121349818,9.22468169,1.902736509
30代,横浜,横浜市は子育て環境が整っている方ですが、区によってバラツキがあるように感じます。区役所主催も良いですが、ママ自体がサークルを立ち上げて、区役所がバックアップしてくれるような形になったら良いな。場所やつながり費用etc…,5.008668504,-11.70868917,-4.924475605,-10.93599246,-19.79514195
20代,横浜,中々、保育園に入れないので仕事をしたくても、出来ない。,2.857934205,1.644369433,1.262937074,9.751211779,11.49265402
30代,横浜,保育園を増やして～。そして質の向上も。日本の宝、子ども達のためにぜひ!!,4.07183535,0.14429086,-3.772553433,-12.75662573,0.011345327
20代,横浜,認可保育少なすぎ!!,5.616583738,7.759689446,5.25938739,19.02443468,6.339302003
20代,横浜,待機自童が多い為お仕事を決めるタイミングがむずかしい。,5.095868701,10.16669845,7.383390071,22.71214796,6.966153618
20代,横浜,そうじ中、子どもが泣き、少しほっといてそうじを続けたらぎゃくたいしてるんじゃないかと、家まで来られ、気持ち的に落ち込んでしまった。地域の人にはもう少し温かい目で見てほしい。,2.380026034,-3.010631355,-5.843853138,-13.12212161,-4.688272325
30代,横浜,子連れで出掛けられる場所を増やして欲しい。ショッピングモールのベビーカーの数を増やして下さい。,-8.769255218,-3.778978113,1.77966831,5.146776829,-14.57315547
30代,横浜,エレベーターの数をもっと増やしてほしい!!,9.16003546,4.66335122,6.199478319,15.89819283,-1.286041196
30代,横浜,保育園に行きたい、りゅう。仕事がしたい、ママ。,6.457020511,5.399397588,4.540338459,17.24858437,4.101438248
30代,横浜,エレベーターを増やしてほしい。,-5.356314179,-2.351503665,3.410531606,5.638148986,-6.246933458
30代,横浜,駅のエレベーターの場所をもっと分かりやすく表示して欲しい。,-6.141297701,0.484256536,4.963841564,7.114940318,-9.576623747
30代,横浜,ベビーカーで外出中、エレベーターを探すのが大変。,-11.36128326,-1.489853616,-4.478454279,14.88852384,-20.12860825
30代,横浜,市民税を安くしてほしい。他と比べて高いわりに、市民の者らには還元されていない。,-3.343027083,9.444536353,-8.49115519,-17.87035279,16.67012287
20代,横浜,同じ地域にママ友が少ない。どこの幼稚園がいいのかわからない…,7.682256311,-3.323670442,-1.158566578,-5.18135222,-10.93465534
20代,横浜,保育園がもっと入りやすく値段も安くなってほしいです。,5.873867854,-0.348142806,4.683646092,4.053763115,1.067271815
30代,横浜,子供とあそべる場所が少なすぎて、行くばしょ行くばしょでコミコミすぎです。,3.996056027,-1.220022848,6.046647229,1.808839844,0.705045828
20代,横浜,近くにサークルがなくmama友がなかなか出来ないです。,5.192648994,-6.145597619,-0.871135577,-3.476726493,-14.81555322
30代,横浜,税金が高い!!,-1.581123925,6.76381038,-2.504446305,-11.1920894,11.79326206
30代,横浜,駅にエレベーターをもっと増やして欲しい!!　歩きタバコを止めてほしい。,-10.83971108,-0.105121352,-3.119494951,14.91462205,-18.22481802
30代,横浜,児童クラブが3年生までなのが困る!せめて長期休みだけでも子どもが安心して過ごせる所が欲しい。,-0.738885618,3.1744782,3.139106185,-6.424580618,3.920409887
30代,横浜,税金上がるのはツライ!!,1.253485765,5.370474308,-1.318126469,-6.625859354,10.35618746
30代,横浜,引っ越しをしてもだれとでも仲良くできるイベントや場所がほしい。,5.448390409,-9.732584466,-3.836407745,-10.31723475,-17.74041923
30代,横浜,えきにエレベーターがほしい。公園のトイレをきれいにしてほしい!,-6.212939158,-4.863216904,-0.882518303,-0.698022101,-14.78987888
20代,横浜,もっと身近な場所にママカフェ、キッズカフェを作ってほしい。意外と子連れでランチしずらかったり大変なので、落ち着ける場所がほしい。,-8.810829412,-3.30752848,-0.343402489,4.246358118,-16.45157624
30代,横浜,ママ友さんを作る環境がほしい。,3.960072191,-7.376181902,-2.088239104,-9.33707159,-14.03150753
20代,横浜,子供の医療費は国民全員平等で!!もっと子供を育てるのにしきゅうして!!,-3.82051556,3.178363061,-3.826982725,-11.68081604,7.282398342
(無記入),横浜,保育園に入れなくて困ってます。お給料のほとんどが高額保育料に消えてしまう現状変えて欲しい～～!,6.362016405,9.72217451,7.035248752,21.64946674,7.591440503
30代,横浜,関内の駅にエスカレーターorエレベーターを!,-10.76031658,-0.882741366,-4.277430334,14.94052024,-20.145569
30代,横浜,無料の遊び場をもっともっと増やしてほしい。,-1.591016247,3.740456114,3.352131757,-6.337038901,4.678198557
20代,横浜,横浜線の各停本数が少なくて、地元も急行停まらないので困る。本数増やしてほしい。,-7.990897449,-4.237012978,0.833950233,3.193256023,-15.25883634
30代,横浜,横浜の支援がうすい。,8.476629561,-4.347154602,-3.087346887,-7.834262363,-8.671041175
30代,横浜,保育園に入れない。困ってま～す!!　待機児童ゼロはウソですよねー。,4.604591757,10.47151171,7.738243379,23.31034993,6.877023787
30代,横浜,保育園・幼稚園をふやしてほしい。,-8.542231521,6.803353075,-3.702605619,-7.78661047,16.38657781
20代,横浜,土地柄、やんちゃな子や浮浪時の方が多く、育てていく地域に不安…,5.672330317,-4.162748651,-0.750754183,-3.214182296,-12.96753164
30代,横浜,小学生の塾代安くなってほしい1万は高い!,-1.801739909,5.48172767,-4.978408363,-14.19930526,8.839175342
30代,横浜,網島の歩道をもっと広くして!!　ベビーカーで歩きづらいです。,-6.178646726,0.606648257,5.203206122,7.119215276,-9.576705228
20代,横浜,地域の赤ちゃん会が第1子のみで、引越し当初は子供が2人いたが参加できなかった。第2子以降も対象としてもらいたい。,1.464528209,-1.917733831,-8.614236213,-17.54429699,-5.144529784
20代,横浜,横浜市の中学校が給食になったらいいな!,-2.4246436,10.35242885,-8.510642332,-18.75002193,15.83077487
20代,横浜,エレベーターがない駅があるのはツライです!!（関内駅とか…）,-11.38942593,-1.616763701,3.436306114,14.63938242,-9.696332918
20代,横浜,保育園が少ない。もう少し増えたらうれしいです!,9.766167579,2.896698172,6.876642131,14.17214704,-3.075308129
20代,横浜,保育園に入りやすく働きやすい社会になってほしい!!,2.897546715,1.606911359,1.315873927,9.749646067,11.49161439
30代,横浜,仕事と育児うまく両立できたらいいな。,-0.744920241,-7.351284878,2.670685635,3.273393769,17.53914479
30代,横浜,近所に親子でいけてさわいでもOKなカフェなどほしい!!,-11.22444203,-0.825083385,-2.727067388,14.93088001,-18.22043399
30代,横浜,地域によって支援のサービスや補助内容が違いすぎる!　平等にしてほしい。,8.072324235,-6.467478691,-3.100600133,-9.023838354,-11.86912691
(無記入),横浜,ベビーカーにやさいい駅をもっとたくさんふやしてほしい。,-7.057689978,-4.176968517,0.451344938,2.516433258,-15.09193725
30代,横浜,近くに住むママ友がいません。近くに住むママと知りあえるきかいがほしいです。,5.106340621,-10.82608523,-4.828386227,-10.93962014,-19.08738439
30代,横浜,はたらきたくても託児所がいっぱいではたらけない。,0.573834573,-0.478343829,7.736890006,-2.073940571,0.482691622
20代,横浜,近くに子どもとママがゆっくりできるカフェ（おもちゃ、スペース、離乳食あり）などがもっとあるといい。,4.895069347,-10.65845844,-3.379676176,-9.389916431,-18.66106018
30代,横浜,出産できる病院が少なすぎる!　すぐ予約いっぱいで困る。,-7.655504145,-3.874806643,7.897144963,9.521138975,-5.406015971
20代,横浜,エレベーターを増やしてほしい。,-5.332651049,-2.355368566,3.445876242,5.638013582,-6.243452775
20代,横浜,横浜市は転勤族でもあたたかく迎えてくれます!　全国でも広がればいいな。,8.166607098,-3.686514051,-0.106578272,-5.11915747,-12.41083206
20代,横浜,近所の子育て支援の場が（すくすくこがめ隊）月に1回と少なくて困る…週に何回かやってる場所が欲しい!,4.891216696,-6.824122838,-5.019484558,-12.25786373,-13.29663546
20代,横浜,近所で子供の年が近い人と知り合える所がもっとあるといいなと思います。,3.704831237,-0.062072144,-4.290171034,-13.12257478,-0.33397633
20代,横浜,保育園が増えてほしい。,8.758382043,-0.193196952,2.481269415,8.62016203,1.08310066
30代,横浜,横浜駅でのベビーカーの移動は大変!　エレベーターがどこにあるか分かりにくい。どのように移動したらよいか分かりにくい。,-9.317348575,-1.839817453,-4.375050946,12.7925904,-21.13696139
30代,横浜,子ども連れで遊べる場所、ランチできる、オムツかえ、授乳できるetc場所をもっとふやしてほしい。,-6.120813834,0.338033842,6.075751332,7.079233489,-8.918029228
30代,横浜,女性が仕事ではなく、子育てに専念できる制度の充実にもっと取り組んでほしい。女性の活用ではなく。,-1.328808259,-10.18089551,2.525010868,4.387755941,20.29290257
20代,横浜,駅のバリアフリーが中途半端…エレベーターがあってもその途中に階段があったり。結局子ども抱っこしてベビーカーかついで荷物も持ってすごい大変!,-10.46153607,-1.730929768,-7.074559776,14.51013036,-22.79429471
20代,横浜,地域にどんなママサポートがあるかわからない（わかりずらい）ので、分かりやすいサイトがあると嬉しいです。,5.858691549,-10.3711483,-4.641206001,-10.71751565,-18.56387216
10代,横浜,電車に乗るとき、嫌な顔をされる時があって、ベビーカーせんようの車両を作ってほしい!!,-9.268195756,-1.930005223,-2.097906445,11.29267136,-19.04829156
20代,横浜,働きやすい環境になってほしい。,-0.408187673,-3.464752661,1.984477188,0.52815311,12.03755886
30代,横浜,ワーキングシェアできる会社があったらいいと思います。,-0.564797978,-7.353160422,2.40730594,3.273811262,17.53599484
30代,横浜,ベビーカーの時の段差等。,-7.082795768,-3.200121089,5.17823727,7.117924321,-9.577332539
20代,横浜,土・日にパパとも行ける無料であそべるような所がほしい。,0.960581136,-2.490643328,6.656505606,-1.154977437,5.548737462
20代,横浜,保育園をもっとふやしてほしい。,8.39445269,0.731701085,1.91365504,8.479141849,1.99177821
20代,横浜,JRのエレベーターもっと増やして。,-3.816744038,-4.237525152,3.754331389,2.556181279,-8.930400629
30代,横浜,幸せな毎日を!　みんなが過ごせますように。,7.097912527,-6.214103154,-3.02784976,-8.447653823,-12.22215146
30代,横浜,子連れで堂々と入れるステキなレストランが少ない!!,-1.199060692,4.403882669,3.838067188,-5.971165197,4.976604534
30代,横浜,予防接種は自費が高い。無料が増えてほしい。,-1.859636562,9.321368737,-7.041203056,-16.81083493,14.96412559
30代,横浜,もっと保育園を増やしてほしい…。来年は入れるかとっても不安。,9.01623473,1.321253113,6.404399797,12.41504944,-2.459744946
20代,横浜,もっともっと保育園を作って!!　専業主婦でも入りやすく!!,0.026970497,-1.816624862,1.400056117,5.421120814,13.86851204
30代,横浜,出産育児一時金少ない。駅のエレベーターをもっと増やしてほしい。,-6.540492568,-3.613049544,7.939619824,9.099033468,-4.822422507
30代,横浜,JR関内駅にエレベーターを設置してほしい。,-10.60910978,-0.342551532,-2.999862812,14.91736129,-18.21968147
30代,横浜,公園にタバコのすいがらがたくさん落ちてて困っています。札を立ててほしいな!,6.541389774,-9.739675279,-2.406999877,-8.737329043,-16.95276118
30代,横浜,ママが復職しやすい社会に。,-0.856389854,-7.406080072,2.045954341,3.272914426,17.54257168
